patient,run,task,file,channel,signal_type,sfreq,duration_seconds,mean,std,var,min,max,median,rms,ptp,delta_power,delta_relative_power,theta_power,theta_relative_power,alpha_power,alpha_relative_power,beta_power,beta_relative_power,gamma_power,gamma_relative_power
S004,R01,baseline_eyes_open,S004R01.edf,Cz..,EEG,160.0,60.99375,-1.7204894212830022e-07,1.8592170585699284e-05,3.4566880708774163e-10,-6.289887394255067e-05,0.00013368774653385119,-6.551963867841396e-07,1.859296662521151e-05,0.00019658662047640187,4.34303045511606e-10,0.5233193205467299,1.3811398189135038e-10,0.166422307898491,7.588731783983961e-11,0.09144144859328952,1.5422227441447667e-10,0.18583221253878704,2.908073178765276e-11,0.035041220542648584
S004,R01,baseline_eyes_open,S004R01.edf,C2..,EEG,160.0,60.99375,-1.2462157273688761e-07,1.7915575355714353e-05,3.2096784032627945e-10,-5.587627935486706e-05,0.00013424088708685776,-9.446593552117469e-07,1.791600878719004e-05,0.00019011716644172483,4.262751012712492e-10,0.5465962500693946,1.28881326380187e-10,0.1652595929091186,7.143442371386584e-11,0.09159762794360705,1.2942605907189207e-10,0.16595808279437874,2.493138910658709e-11,0.03196856620065643
S004,R01,baseline_eyes_open,S004R01.edf,C4..,EEG,160.0,60.99375,-8.13133287325962e-08,1.7611184068409818e-05,3.101538042914118e-10,-5.531020902043858e-05,0.000131749791378626,-5.492483777206292e-07,1.7611371784981468e-05,0.00018706000039906459,4.179172651274523e-10,0.5664516169957742,1.2192456692895654e-10,0.1652584706385709,6.484342586663365e-11,0.08788979661440521,1.0996890781539795e-10,0.1490535827283761,2.3804861236617573e-11,0.03226548234548228
S004,R01,baseline_eyes_open,S004R01.edf,C6..,EEG,160.0,60.99375,-7.024677273326078e-08,1.6372910658902628e-05,2.6807220344440733e-10,-5.194687116114071e-05,0.00013119462442898042,-6.996972196991153e-07,1.6373061352523136e-05,0.00018314149559012113,3.665234207820811e-10,0.6028886474013045,1.0106543053212364e-10,0.16624094739301687,5.217596439672267e-11,0.08582342851345726,7.033603090662575e-11,0.11569463813905632,1.820585837981233e-11,0.029946531956850517
S004,R01,baseline_eyes_open,S004R01.edf,Cp5.,EEG,160.0,60.99375,-1.2463762183910579e-07,1.7110059603909848e-05,2.927541396493476e-10,-5.821048320825978e-05,0.00012049730156053024,-6.165212388591801e-07,1.7110513557053898e-05,0.00017870778476879003,3.7018696713898527e-10,0.5392384682763512,1.1051734916852404e-10,0.16098677526165525,7.435093901629462e-11,0.10830442459904968,1.0794377393268127e-10,0.15723793780555767,2.4399318105081637e-11,0.0355416373073769
S004,R01,baseline_eyes_open,S004R01.edf,Cp3.,EEG,160.0,60.99375,-1.0582191383505439e-07,1.7456021439740452e-05,3.0471268450467835e-10,-6.0040700117988385e-05,0.00011870809796824432,-7.440022236919504e-07,1.7456342193659188e-05,0.0001787487980862327,3.466466090163255e-10,0.5067042402971675,1.2326678057118008e-10,0.18018292629614582,7.288882850065717e-11,0.10654389084139762,1.169384900733209e-10,0.17093266523576284,2.5503705146070977e-11,0.0372795671576705
S004,R01,baseline_eyes_open,S004R01.edf,Cp1.,EEG,160.0,60.99375,-9.644632892963232e-08,1.676142802223057e-05,2.8094546934441623e-10,-6.044968003895957e-05,0.00011730933831918979,-4.592031236489615e-07,1.6761705499106595e-05,0.00017775901835814935,3.319000657194591e-10,0.4891890111360308,1.1372219453624112e-10,0.16761565795056566,7.722895607051211e-11,0.11382810837746331,1.3044519328443617e-10,0.19226376159925074,2.6493559366329348e-11,0.03904897722690786
S004,R01,baseline_eyes_open,S004R01.edf,Cpz.,EEG,160.0,60.99375,-7.601722009885443e-08,1.7385618998061647e-05,3.02259747945762e-10,-6.458024028901467e-05,0.00011745564972632968,-5.327208090921288e-07,1.7385785186856347e-05,0.00018203589001534434,3.383503336790153e-10,0.4800872676306624,1.2336649344004434e-10,0.17504543917191415,7.30379225453361e-11,0.10363393553344408,1.4369992740787673e-10,0.20389666756888672,2.7701413483458773e-11,0.03930569763054361
S004,R01,baseline_eyes_open,S004R01.edf,Cp2.,EEG,160.0,60.99375,-1.0860950892126142e-07,1.6642473324434423e-05,2.769719183545114e-10,-5.841977844436561e-05,0.0001141354669501817,-4.524507694715672e-07,1.664282771586426e-05,0.0001725552453945473,3.3350028340145714e-10,0.509468498624231,1.0812185539565895e-10,0.16517131192534362,7.075848055951255e-11,0.10809351190922914,1.1946994145861836e-10,0.18250710639540385,2.372788577667576e-11,0.03624767637039264
S004,R01,baseline_eyes_open,S004R01.edf,Cp4.,EEG,160.0,60.99375,-7.535021896645113e-08,1.741035704271418e-05,3.0312053235478723e-10,-5.713218534881454e-05,0.00011170152783345628,-5.902468479222847e-07,1.741052009591573e-05,0.00016883371318227082,3.8830555186900695e-10,0.5441573705127286,1.0826319433179166e-10,0.1517161288766998,7.357587955357964e-11,0.10310657923465225,1.1595103348688026e-10,0.16248958889915413,2.8458837291066988e-11,0.03988118633282059
S004,R01,baseline_eyes_open,S004R01.edf,Cp6.,EEG,160.0,60.99375,-7.380081707617788e-08,1.4568949404559268e-05,2.1225428675260785e-10,-5.137786712956808e-05,0.0001017847594756767,-5.650217597293423e-07,1.456913632694845e-05,0.00015316262660524478,2.6799420483623286e-10,0.5596964456580437,7.96869934831043e-11,0.16642347563046694,5.1629077897930686e-11,0.1078255084274391,6.422990102346913e-11,0.13414188314173303,1.5779537603286796e-11,0.03295500779982915
S004,R01,baseline_eyes_open,S004R01.edf,Fp1.,EEG,160.0,60.99375,2.2358380616121876e-08,4.104592856857071e-05,1.6847682520562093e-09,-0.0001723169697629172,0.00031925416605893683,-4.340817096608363e-07,4.1045934658055884e-05,0.0004915711358218541,3.5935048562177652e-09,0.807750229047327,5.600488974329944e-10,0.12588813519938932,9.026882756240399e-11,0.020290682511031752,1.4815863677075353e-10,0.033303189386218436,5.843792427282099e-11,0.0131357125160821
S004,R01,baseline_eyes_open,S004R01.edf,Fpz.,EEG,160.0,60.99375,-4.2368237361301505e-08,3.976442066675779e-05,1.5812091509628741e-09,-0.0001699086130488861,0.0003093897421884412,-2.0785765800765388e-07,3.976444323802876e-05,0.0004792983552373273,3.2311942926181964e-09,0.786385620090084,4.886778612372774e-10,0.11893102306206031,8.616331227431466e-11,0.02096982837171,1.9163262833619327e-10,0.046638217827978994,1.1461617972548506e-10,0.02789448959219002
S004,R01,baseline_eyes_open,S004R01.edf,Fp2.,EEG,160.0,60.99375,1.4345647390735992e-10,4.244856910973658e-05,1.8018810194640827e-09,-0.00018839284348028953,0.0003143011082263009,-4.85983315087002e-07,4.244856910997899e-05,0.0005026939517065905,3.637592746974323e-09,0.7923401418228889,5.356480680406108e-10,0.11667481648446609,9.81421652268257e-11,0.021377318057198495,2.0892154653645184e-10,0.0455072734434716,1.1423058606619761e-10,0.02488169651192721
S004,R01,baseline_eyes_open,S004R01.edf,Af7.,EEG,160.0,60.99375,1.4239613064800882e-09,4.316126702262641e-05,1.8628949709984583e-09,-0.00018707099598625203,0.0003322193663340163,-1.0644207227755691e-07,4.316126704611583e-05,0.0005192903623202683,3.665331421730001e-09,0.7837468251566734,6.458954570098933e-10,0.1381098884574242,1.1410235225831572e-10,0.024398163777275692,1.792586470450218e-10,0.03833033888027102,7.458332549342693e-11,0.015947928806260635
S004,R01,baseline_eyes_open,S004R01.edf,Af3.,EEG,160.0,60.99375,1.5139131740772045e-08,3.8107689455815904e-05,1.4521959956609029e-09,-0.0001475685471996241,0.0002973554520439654,-3.9943119108700966e-07,3.810769246299509e-05,0.0004449239992435895,2.4103828811949895e-09,0.669851944896788,4.242222811116485e-10,0.11789252333650385,1.2285367484102183e-10,0.034141369685291446,3.66120813456773e-10,0.10174596777737989,2.8050909984291775e-10,0.0779542401984996
S004,R01,baseline_eyes_open,S004R01.edf,Afz.,EEG,160.0,60.99375,-4.330700428253532e-08,3.2501527693007827e-05,1.0563493023793548e-09,-0.00010484906278042832,0.0002757578505245,-8.465898381191643e-07,3.250155654543294e-05,0.00038060691330492834,1.998434069546691e-09,0.7436446448771373,4.069680159483875e-10,0.15143836382099918,9.190714908571589e-11,0.034199906959662886,1.4600900828826078e-10,0.05433194858513188,4.576823135029346e-11,0.017030984743401586
S004,R01,baseline_eyes_open,S004R01.edf,Af4.,EEG,160.0,60.99375,-1.3622175932603821e-07,3.6173169017714023e-05,1.3084981567841057e-09,-0.00013773416036415192,0.00030185270876643825,-8.256332963361948e-07,3.617342551033589e-05,0.00043958686913059015,2.5572614858880733e-09,0.7766883844970748,4.1104584352411244e-10,0.12484234949094816,8.023318514207294e-11,0.024368326545773818,1.5552375464471424e-10,0.047235487810889216,9.096704227432502e-11,0.027628400731177696
S004,R01,baseline_eyes_open,S004R01.edf,Af8.,EEG,160.0,60.99375,-5.8117623977189936e-08,4.5833222401554014e-05,2.1006842757103128e-09,-0.00018327905832107492,0.0003209346593634001,-5.820892780104422e-07,4.583325924880893e-05,0.000504213717684475,3.5487656298303867e-09,0.673680068704293,6.73860328110789e-10,0.12792230298975002,1.3894470950695112e-10,0.026376574620740643,5.3035501917111e-10,0.10067996678888504,3.8707948895322074e-10,0.07348125064108327
S004,R01,baseline_eyes_open,S004R01.edf,F7..,EEG,160.0,60.99375,-2.0169922237116004e-07,3.325677693103625e-05,1.1060132118407052e-09,-8.824100898760208e-05,0.0002789447769466299,-1.9749471388310867e-06,3.325738856881295e-05,0.000367185785934232,1.9865461875616384e-09,0.7562869493435828,4.010862106834193e-10,0.15269530031610645,8.928356107688608e-11,0.0339906479175554,1.1148583114187224e-10,0.042443150658788405,3.959360424823162e-11,0.015073460842693396
S004,R01,baseline_eyes_open,S004R01.edf,F5..,EEG,160.0,60.99375,-1.0491512283262045e-07,3.421483305546319e-05,1.1706548010132166e-09,-0.00011806476757230315,0.0002743502399833906,-1.236842077297595e-06,3.4214993909048354e-05,0.00039241500755569377,2.0143008428003645e-09,0.7295986147695257,4.0797816463758986e-10,0.14777350902657585,1.1548079956097099e-10,0.04182822625195718,1.647556027305622e-10,0.059676021065761885,6.028606044841494e-11,0.021836175241790684
S004,R01,baseline_eyes_open,S004R01.edf,F3..,EEG,160.0,60.99375,-1.535302040821321e-07,2.9647054006336918e-05,8.789478112546578e-10,-8.410634737951004e-05,0.00027045988101648375,-1.1773731360138633e-06,2.964745153935197e-05,0.0003545662283959938,1.5330630804153048e-09,0.7061817549589702,3.497605395354533e-10,0.1611117734031089,9.329619454637561e-11,0.04297544650146106,1.4804927512700487e-10,0.06819660473544854,4.8007461840500785e-11,0.022113893476885915
S004,R01,baseline_eyes_open,S004R01.edf,F1..,EEG,160.0,60.99375,-8.453924530776044e-08,2.6271424956773326e-05,6.901877692593724e-10,-7.634726250426977e-05,0.00023774983736670719,-9.99803400652309e-07,2.627156097652687e-05,0.00031409709987097694,1.209651095347075e-09,0.6876478286694301,2.818187980615758e-10,0.16020494282251535,8.471675602278247e-11,0.048158757144984465,1.4360653234802202e-10,0.08163570514812779,4.0418362515481825e-11,0.022976542020300805
S004,R01,baseline_eyes_open,S004R01.edf,Fz..,EEG,160.0,60.99375,-1.2619689657103353e-07,2.316647960702199e-05,5.366857773825657e-10,-6.737545302802944e-05,0.00020931633705354396,-1.0234402254047955e-06,2.316682332645695e-05,0.0002766917900815734,9.550731235543317e-10,0.6761020932467557,2.2761809183937124e-10,0.16113223643098,7.197119163538316e-11,0.05094884581931993,1.2815061180366318e-10,0.09071860023540929,3.091233961354695e-11,0.021883033879221872
S004,R01,baseline_eyes_open,S004R01.edf,F2..,EEG,160.0,60.99375,-7.785984969386046e-08,2.3877810152150283e-05,5.701498176621311e-10,-6.582887749350748e-05,0.0002318788472027416,-1.1059989497663264e-06,2.3877937093022197e-05,0.00029770772469624906,9.944530463191842e-10,0.6796099585292229,2.3802167668498023e-10,0.1626641925626076,6.809384372208987e-11,0.046535383927228204,1.2437157706595908e-10,0.08499562914997723,3.936390643856945e-11,0.02690132321609674
S004,R01,baseline_eyes_open,S004R01.edf,F4..,EEG,160.0,60.99375,-7.709653331865739e-08,2.3521072555833043e-05,5.532408541767624e-10,-6.459524880770351e-05,0.00022810096186434448,-1.1566635271642996e-06,2.3521198907628243e-05,0.000292696210672048,9.685953239504289e-10,0.6818616427159642,2.3199070112063408e-10,0.16331439627003558,6.575306668084386e-11,0.04628815868917728,1.187825553659726e-10,0.08361930552948565,3.637133017621723e-11,0.02560431000283193
S004,R01,baseline_eyes_open,S004R01.edf,F6..,EEG,160.0,60.99375,-1.4487820846139258e-07,3.234709728520937e-05,1.0463347027787992e-09,-0.00011192460402799972,0.00026706472036432273,-8.279015192650945e-07,3.2347421728386425e-05,0.00037898932439232245,1.8196365008450014e-09,0.7367747891503548,3.49628165662682e-10,0.14156520707159095,8.015907194194758e-11,0.032456583114864254,1.575857535980954e-10,0.0638068154416663,6.433173139057995e-11,0.026048058394608567
S004,R01,baseline_eyes_open,S004R01.edf,F8..,EEG,160.0,60.99375,-7.612614411227302e-08,3.389281880444119e-05,1.1487231665106823e-09,-0.00011495935868213661,0.00026095977287583257,-1.6179743651154083e-06,3.389290429721979e-05,0.00037591913155796917,2.2547273579199993e-09,0.7636114827752603,3.6993342454379117e-10,0.12528583992727568,9.89107398363023e-11,0.03349823048161049,1.5203833196421037e-10,0.05149102205286997,7.917063589387005e-11,0.026812823490530158
S004,R01,baseline_eyes_open,S004R01.edf,Ft7.,EEG,160.0,60.99375,-1.4373942003693133e-07,2.0078347492255355e-05,4.0314003801975685e-10,-5.850189212091256e-05,0.00017646826388170782,-6.764836077621905e-07,2.0078861995656762e-05,0.00023497015600262036,6.604479975178666e-10,0.660749382442048,1.6038820730444944e-10,0.16046139790822098,6.842176284642334e-11,0.06845298602808991,8.566598515814614e-11,0.08570507746600209,2.5479011603504215e-11,0.025490638544624786
S004,R01,baseline_eyes_open,S004R01.edf,Ft8.,EEG,160.0,60.99375,-4.0421170713656134e-07,0.0002018600136259606,4.0747465101073e-08,-0.00045056537043433955,0.00026088853086970657,0.00010032351937609512,0.0002018604183295407,0.0007114539013040461,7.528998779355797e-08,0.573119166866823,3.8070703359426644e-08,0.2898001504690834,8.221450386531696e-09,0.06258296666066303,8.031227386549673e-09,0.06113495942273474,1.8321516068262003e-09,0.013946624687430052
S004,R01,baseline_eyes_open,S004R01.edf,T7..,EEG,160.0,60.99375,-1.1241730423068196e-07,1.6254752719440655e-05,2.6421698597016334e-10,-5.392290654532313e-05,0.00011945859151168205,-5.950282788431272e-07,1.6255141451874657e-05,0.00017338149805700518,3.3256580095068765e-10,0.5469416709765885,1.0204567970273544e-10,0.16782553832356242,6.727387335751925e-11,0.11063941211647575,8.58967951878527e-11,0.14126689081462152,2.0945977307514264e-11,0.03444800336071919
S004,R01,baseline_eyes_open,S004R01.edf,T8..,EEG,160.0,60.99375,-2.5893357535125654e-08,1.4669049037530577e-05,2.1518099966547674e-10,-4.580752262995834e-05,0.0001185552660565486,-4.7051648741817685e-07,1.4669071890594892e-05,0.00016436278868650693,3.0973280608624434e-10,0.6374701508106717,7.678654078143841e-11,0.15803662631249843,4.0840681391390094e-11,0.0840554013465746,4.482541486315252e-11,0.09225649789582882,1.4070911696622663e-11,0.02895975506963921
S004,R01,baseline_eyes_open,S004R01.edf,T9..,EEG,160.0,60.99375,9.631759570315242e-09,1.5556590445957635e-05,2.420075063032603e-10,-4.7932326236020757e-05,9.6645181646773e-05,-1.2699019650957272e-07,1.5556593427677306e-05,0.00014457750788279377,2.620635977426455e-10,0.4912003636197535,9.468174947560904e-11,0.1774672643250726,6.966435716743737e-11,0.13057577575343327,8.305337396188428e-11,0.1556715539332086,2.4663635282597044e-11,0.04622842212100645
S004,R01,baseline_eyes_open,S004R01.edf,T10.,EEG,160.0,60.99375,2.805093495450428e-08,1.4218078344823284e-05,2.021537518195328e-10,-4.4499721837386124e-05,6.251925512850886e-05,-1.1463791629307005e-07,1.4218106015728135e-05,0.00010701897696589498,2.4972307905038095e-10,0.6638379648816943,6.072814754691319e-11,0.1614334166945176,3.298962114109195e-11,0.08769619149258681,2.6243764724653947e-11,0.0697637055889957,6.639267407459346e-12,0.01764914072352918
S004,R01,baseline_eyes_open,S004R01.edf,Tp7.,EEG,160.0,60.99375,-9.980958010251365e-08,1.6454152025283518e-05,2.7073911887114165e-10,-5.643161282478785e-05,0.00010437188937317884,-2.7660509302413724e-07,1.645445474099406e-05,0.0001608035021979667,2.9321803761094456e-10,0.47438403932344403,1.181081779237484e-10,0.1910818139876552,9.15118513822905e-11,0.1480528348747031,9.342660036952567e-11,0.15115061960260004,2.267946497588237e-11,0.036692068102675536
S004,R01,baseline_eyes_open,S004R01.edf,Tp8.,EEG,160.0,60.99375,-4.725309367738187e-08,1.3336598542221663e-05,1.7786486067638898e-10,-5.059847258451355e-05,8.965226188704519e-05,-3.5010390455717363e-07,1.3336682253516092e-05,0.00014025073447155873,2.2456585620575913e-10,0.5728688802067977,6.532494743830986e-11,0.16664434264781505,4.4665536781670655e-11,0.11394205901233083,4.518374922841261e-11,0.11526402215085124,1.261455246041602e-11,0.0321798009029794
S004,R01,baseline_eyes_open,S004R01.edf,P7..,EEG,160.0,60.99375,-2.582779338723845e-08,2.09983629568667e-05,4.409312468683117e-10,-0.00014206202037074682,9.040024742320634e-05,-1.263337132769088e-07,2.0998378840834904e-05,0.00023246226779395315,4.05277609427864e-10,0.5324690654370835,1.2021002960367085e-10,0.15793648755871786,8.836745368465857e-11,0.11610050588521331,1.1711698891052464e-10,0.15387273360605452,3.1196883222497584e-11,0.04098764616551017
S004,R01,baseline_eyes_open,S004R01.edf,P5..,EEG,160.0,60.99375,-8.863003983495368e-08,1.5687886368239345e-05,2.4610977870278987e-10,-5.953666010861598e-05,0.00010397917671322412,-2.523649591374823e-07,1.5688136727691756e-05,0.0001635158368218401,2.517515044853034e-10,0.4646586715200366,9.487214851485647e-11,0.17510587109813394,7.33855758880195e-11,0.13544802550663843,9.927582618408207e-11,0.18323375505961495,2.3500103367545525e-11,0.04337422663539513
S004,R01,baseline_eyes_open,S004R01.edf,P3..,EEG,160.0,60.99375,-1.2542456133743693e-07,1.6278421897207656e-05,2.6498701946348967e-10,-6.101113201314926e-05,0.0001044552051604796,-4.441819539871292e-07,1.627890508554173e-05,0.00016546633717362888,2.8801649734202475e-10,0.4839599677664077,9.965527500527834e-11,0.16745278178296158,7.459595120886423e-11,0.12534509125591975,1.0956382932409239e-10,0.18410232676736013,2.450318747746229e-11,0.04117320337968224
S004,R01,baseline_eyes_open,S004R01.edf,P1..,EEG,160.0,60.99375,-1.5165987878881736e-07,1.679376141060531e-05,2.8203042231633615e-10,-5.373662042813129e-05,9.615087056147662e-05,-1.5548772492387448e-07,1.6794446196143844e-05,0.0001498874909896079,3.033489294484371e-10,0.4817756894548469,1.095812620021316e-10,0.17403584759109217,7.807391936053017e-11,0.12399620594261945,1.143626424810714e-10,0.18162958751618632,2.544741423412246e-11,0.040415324886028205
S004,R01,baseline_eyes_open,S004R01.edf,Pz..,EEG,160.0,60.99375,-1.294035422475781e-07,1.6388231508394662e-05,2.6857413197273956e-10,-5.515271713254355e-05,0.0001087520775020337,-3.041224376025269e-07,1.638874239377402e-05,0.00016390479463457725,3.164491003818795e-10,0.5037857579311279,1.0786909800552802e-10,0.17172719160990804,6.901114386706979e-11,0.10986547718672761,1.1197030398741782e-10,0.17825629585297492,2.4013805025230132e-11,0.03822988578841488
S004,R01,baseline_eyes_open,S004R01.edf,P2..,EEG,160.0,60.99375,-1.902804951551432e-07,1.8371433283899e-05,3.3750956090475207e-10,-5.8746484829130676e-05,9.580117112054017e-05,-7.597100572847924e-07,1.8372418664171263e-05,0.00015454765594967085,4.208640638342147e-10,0.5539239762787515,1.2096492919707044e-10,0.15920906613094296,7.526715217896659e-11,0.09906353096132803,1.1872228236459243e-10,0.15625738658026384,2.517287849678225e-11,0.0331315076518679
S004,R01,baseline_eyes_open,S004R01.edf,P4..,EEG,160.0,60.99375,-8.891536755295451e-08,1.5952877464480093e-05,2.544942993967168e-10,-5.742119742156822e-05,9.480493533298455e-05,-5.749556676380515e-07,1.59531252530438e-05,0.00015222613275455278,2.9832532005434776e-10,0.5409665826319949,8.581017963494904e-11,0.1556034185220996,5.940909078519097e-11,0.10772914888177733,8.837086921222543e-11,0.1602468309201764,2.039471117391654e-11,0.036982637630323396
S004,R01,baseline_eyes_open,S004R01.edf,P6..,EEG,160.0,60.99375,-3.56133346463304e-08,1.4304795346456972e-05,2.0462716990401704e-10,-5.018281638635022e-05,8.312678633830609e-05,-2.462930896058902e-07,1.4304839678011833e-05,0.0001333096027246563,2.2675184406801032e-10,0.5132212867364759,7.89138206153068e-11,0.17861046609760686,5.4019408115512786e-11,0.12226542304754527,6.586455505425951e-11,0.1490752669915834,1.6921869673671298e-11,0.038300300328775794
S004,R01,baseline_eyes_open,S004R01.edf,P8..,EEG,160.0,60.99375,-1.434544452356548e-08,1.3158682872219984e-05,1.7315093493165557e-10,-5.2194146130435154e-05,7.458911228946214e-05,-2.1941085320418846e-07,1.3158690691836864e-05,0.0001267832584198973,1.875136194058758e-10,0.5066186923605441,6.801923505069652e-11,0.18377233624913197,4.6691796120734486e-11,0.12615049919894192,5.1872990561832774e-11,0.1401488954804052,1.6508119763080577e-11,0.044601144568601245
S004,R01,baseline_eyes_open,S004R01.edf,Po7.,EEG,160.0,60.99375,-5.4602255857272914e-08,1.5066688441941254e-05,2.270051006065262e-10,-5.425341771890009e-05,9.068921746840702e-05,-3.014799838219856e-07,1.506678738194944e-05,0.0001449426351873071,2.0353494936781075e-10,0.4093829564557702,8.809363237131469e-11,0.17718839824370777,7.333126027950187e-11,0.14749588818576553,1.030587437424657e-10,0.20728869087571394,3.020968670937865e-11,0.0607626891455327
S004,R01,baseline_eyes_open,S004R01.edf,Po3.,EEG,160.0,60.99375,-7.875211041987114e-08,1.533678204213872e-05,2.352168834080687e-10,-5.526104351398843e-05,9.522182108469522e-05,-1.6904219683233254e-07,1.5336984231033307e-05,0.00015048286459868365,2.329102252874956e-10,0.4487273627346378,9.318838185226073e-11,0.17953774581797355,6.947185927857834e-11,0.1338452365492688,9.904859059171018e-11,0.19082808744845242,2.5623509127638696e-11,0.04936653021849759
S004,R01,baseline_eyes_open,S004R01.edf,Poz.,EEG,160.0,60.99375,-8.817934575791914e-08,1.6336688424472563e-05,2.6688738867829587e-10,-6.104989587559322e-05,8.817053701612893e-05,-3.4998067646856574e-07,1.6336926402335118e-05,0.00014922043289172215,2.889001217273593e-10,0.4968102682774405,9.675886657379493e-11,0.16639244792743105,6.61353831008823e-11,0.11373043813386892,1.0493762452980307e-10,0.18045713890092693,2.6124916604859855e-11,0.044925999856223114
